mrc_table6
par_pctile,tier,tier_name,par_mean,k_mean,k_rank,k_top1pc,k_top5pc,k_top10pc,k_q5,k_q4,k_q3,k_q2,k_q1,k_nowork,married,k_median,k_median_nozero,count,tot_count,density
26,14.1,Late attender (ages 23-28),30700,20900,0.3968681462059870,0.00068698474,0.007931551,0.020109918,0.064389206,0.14076942,0.24256808,0.33462402,0.21764927,0.1918561,0.29434174,15900,21100,16012,1239448,0.012918654
26,14.2,Never attended college (before year 2013),30700,17300,0.3412720053433920,0.00072893628,0.0072642267,0.01784637,0.052332595,0.11926905,0.20033179,0.26030564,0.3677609,0.34380656,0.26221597,10500,21600,39784,2866578,0.013878569
27,1,Ivy Plus,31600,131200,0.7389374743271740,0.15555556,0.37777779,0.48148149,0.62962961,0.11851852,0.051851854,0.081481479,0.11851852,0.11111111,0.38518518,73700,84100,135,52724,0.0025605038
27,2,Other elite schools (public and private),31700,77000,0.7091281082854890,0.065180101,0.22298457,0.37049744,0.54030877,0.17495713,0.096054889,0.080617495,0.10806175,0.10463122,0.48885077,60200,67600,583,183973,0.0031689433
27,3,Highly selective public,31700,54600,0.6510523988842020,0.024301337,0.12332928,0.2199271,0.38396111,0.25880924,0.15006076,0.11360875,0.093560144,0.08383961,0.5139733,45900,49500,1646,393548,0.004182463
27,4,Highly selective private,31700,62500,0.6513621438830860,0.045851529,0.17030567,0.29039302,0.45633188,0.17685589,0.1091703,0.12445415,0.13318777,0.12008734,0.50218344,50000,57000,458,134098,0.0034154125
27,5,Selective public,31700,42600,0.5810184722098260,0.0081377421,0.053280793,0.11881103,0.25663868,0.26366284,0.21552168,0.14793558,0.11624122,0.10536234,0.48235396,36800,40400,11674,1944082,0.0060048909
27,6,Selective private,31700,43700,0.5904922889698340,0.0081031304,0.068139963,0.14217311,0.27808473,0.25893185,0.19815838,0.14585635,0.1189687,0.1053407,0.50276244,37900,41800,2715,486852,0.0055766436
27,7,Nonselective four-year public,31700,31300,0.502402400961927,0.0019062143,0.019824628,0.052992757,0.14449105,0.23446435,0.26839498,0.20091498,0.15173465,0.13839115,0.4155547,28400,32300,2623,257854,0.010172423
27,8,Nonselective four-year private not-for-profit,31700,28900,0.4728841329089710,0,0.025906736,0.062176164,0.14766839,0.17357513,0.2849741,0.20725389,0.1865285,0.1658031,0.41191709,23200,27800,386,55947,0.0068993871
27,9,Two-year (public and private not-for-profit),31700,30100,0.4886561144293010,0.0019604641,0.021183902,0.053803846,0.13979197,0.22637913,0.24701847,0.22147797,0.16533247,0.14872298,0.40412787,26300,31200,18363,2021451,0.0090840692
27,10,Four-year for-profit,31600,31600,0.5052566763062200,0.0019775874,0.02175346,0.062623598,0.15095583,0.23137772,0.25576797,0.21555702,0.14634146,0.13249835,0.33553067,27400,31900,1517,126025,0.012037294
27,11,Two-year for-profit,31600,30400,0.4950257986636390,0.0020703934,0.022774328,0.053830229,0.13457558,0.25879917,0.23188406,0.1884058,0.1863354,0.16356108,0.3457557,27900,32900,483,42313,0.011414931
27,12,Less than two-year schools of any type,31600,22300,0.3842753318989860,0.0090090083,0.0090090083,0.036036037,0.090090089,0.12612613,0.18018018,0.31531534,0.2882883,0.25225225,0.35135135,12800,21100,111,10121,0.010967296
27,13,Attending college with insufficient data,31800,29400,0.4769178767099320,0.0026318177,0.020873038,0.052727107,0.12977584,0.2020147,0.26363555,0.24167347,0.16290043,0.14656502,0.36972502,24500,29200,11019,942344,0.011693182
27,14.1,Late attender (ages 23-28),31700,20700,0.3954300005553830,0.0007454342,0.0072679836,0.019940365,0.058702946,0.14554603,0.24636601,0.32917133,0.2202137,0.19219778,0.29773885,16100,21100,16098,1239448,0.01298804
27,14.2,Never attended college (before year 2013),31700,17300,0.3420420181363730,0.00057844172,0.0077209393,0.019817917,0.055932801,0.11593984,0.20132287,0.2596952,0.3671093,0.34495246,0.26593229,10600,21700,39762,2866578,0.013870894
28,1,Ivy Plus,32800,131300,0.7472287241110860,0.20666666,0.37333333,0.50666666,0.65333337,0.093333334,0.07333333,0.053333335,0.12666667,0.11333334,0.48666668,78800,86800,150,52724,0.0028450042
28,2,Other elite schools (public and private),32700,72600,0.6971935962671380,0.060100168,0.23205343,0.37228715,0.52086812,0.18530884,0.086811356,0.11018364,0.096828043,0.091819704,0.48580968,57900,63800,599,183973,0.0032559126
28,3,Highly selective public,32700,56200,0.6537562099854310,0.028307337,0.13402657,0.24205662,0.39110342,0.24147892,0.16406702,0.10514154,0.098209128,0.089543618,0.51415366,46300,50100,1731,393548,0.004398447
28,4,Highly selective private,32700,66100,0.6778144605425890,0.042253524,0.13279678,0.25553319,0.46076459,0.22736418,0.12072434,0.090543263,0.10060363,0.094567403,0.52313882,52000,57100,497,134098,0.0037062448
28,5,Selective public,32700,42500,0.5780267019296620,0.0078073088,0.054651164,0.12043189,0.25016612,0.26910299,0.20938538,0.15456811,0.11677741,0.10631229,0.4832226,36500,40100,12040,1944082,0.0061931545
28,6,Selective private,32700,45400,0.5964597598785090,0.011764706,0.071972318,0.14844291,0.28996539,0.26747406,0.17820069,0.15051903,0.11384083,0.10346021,0.52041525,39400,43100,2890,486852,0.0059360955
28,7,Nonselective four-year public,32700,30900,0.4942533051887880,0.0031471283,0.021636507,0.059008654,0.14791504,0.23092054,0.24665618,0.20731707,0.16719119,0.14870182,0.40479937,27200,32000,2542,257854,0.0098582916
28,8,Nonselective four-year private not-for-profit,32600,28700,0.4779191227216840,0.0024813896,0.022332506,0.037220843,0.13647643,0.21091811,0.25806451,0.23325062,0.16129032,0.15136476,0.41687346,25600,30800,403,55947,0.007203246
28,9,Two-year (public and private not-for-profit),32700,30500,0.491286803742875,0.0022621998,0.021383174,0.057147473,0.14747387,0.21878703,0.25201982,0.21781752,0.16390176,0.14763546,0.40951201,26500,31300,18566,2021451,0.0091844918
28,10,Four-year for-profit,32600,31400,0.4987995881221410,0.0013227513,0.023148147,0.074735455,0.16534391,0.21031746,0.24603175,0.22156085,0.15674603,0.13955027,0.33267197,26200,31200,1512,126025,0.01199762
28,11,Two-year for-profit,32700,31200,0.5066114437924630,0,0.016161615,0.060606062,0.15353535,0.21616162,0.28080809,0.2060606,0.14343435,0.13333334,0.36969697,27700,31600,495,42313,0.011698532
28,12,Less than two-year schools of any type,32700,22600,0.4170644827711020,0,0.0078125,0.03125,0.09375,0.140625,0.28125,0.2578125,0.22656251,0.203125,0.2890625,18100,23700,128,10121,0.012646971
28,13,Attending college with insufficient data,32800,29300,0.4720920093150050,0.0033342345,0.020906551,0.050103631,0.1210237,0.20347843,0.26484635,0.24430028,0.16635127,0.15022078,0.37082094,24000,28900,11097,942344,0.011775955
28,14.1,Late attender (ages 23-28),32700,20800,0.3961025543320390,0.00044030696,0.0076739211,0.021637941,0.061768778,0.14347716,0.24493647,0.32783997,0.22197761,0.19423828,0.30846646,16000,21200,15898,1239448,0.012826677
28,14.2,Never attended college (before year 2013),32700,17400,0.3431944288212160,0.00069184648,0.0068672164,0.018961718,0.053349048,0.12299493,0.20050736,0.25657254,0.36657614,0.34248963,0.26505405,10600,22100,39026,2866578,0.013614142
29,1,Ivy Plus,33900,111200,0.7583645668586240,0.13294798,0.3468208,0.46820807,0.63583815,0.13294798,0.063583814,0.080924854,0.086705208,0.080924861,0.46242774,73400,79000,173,52724,0.0032812383
29,2,Other elite schools (public and private),33800,76800,0.7111245428372340,0.069381602,0.22926094,0.36199096,0.54901958,0.16440421,0.11161388,0.07692308,0.098039217,0.09049774,0.47360483,60200,65800,663,183973,0.0036037897
29,3,Highly selective public,33700,58200,0.6594922579082650,0.027746947,0.13540511,0.25194228,0.40899,0.24306326,0.13429523,0.11764706,0.096004441,0.089900106,0.50665927,48100,51900,1802,393548,0.0045788568
29,4,Highly selective private,33800,63800,0.6941695330245600,0.034136549,0.16666666,0.31124496,0.49196786,0.20682731,0.11445783,0.10441767,0.082329318,0.076305218,0.49999997,55000,58500,498,134098,0.0037137019
29,5,Selective public,33700,41800,0.582751162407225,0.0063915858,0.051860843,0.11860842,0.25412622,0.2747573,0.20889968,0.15032363,0.11189321,0.10177994,0.48964402,37100,40500,12360,1944082,0.0063577564
29,6,Selective private,33700,45100,0.5986623288114140,0.01122807,0.069473684,0.1445614,0.29087719,0.26877195,0.18701755,0.13894737,0.11438596,0.10245614,0.5122807,39100,42200,2850,486852,0.0058539351
29,7,Nonselective four-year public,33700,31600,0.5025654214642810,0.0019592477,0.02547022,0.061912224,0.14890282,0.23746082,0.25078368,0.2096395,0.15321316,0.13910659,0.41888714,28300,32500,2552,257854,0.0098970737
29,8,Nonselective four-year private not-for-profit,33700,29500,0.4754132535855310,0.0025706941,0.017994858,0.046272494,0.14138818,0.19794345,0.25192803,0.24164525,0.16709511,0.14910026,0.46272495,25000,30400,389,55947,0.0069530089
29,9,Two-year (public and private not-for-profit),33700,30600,0.4902705277741190,0.0017579374,0.020562539,0.054868955,0.14217985,0.22272533,0.25500745,0.21627957,0.16380779,0.14947794,0.41290218,26500,31300,18772,2021451,0.009286399
29,10,Four-year for-profit,33700,29900,0.4866509026265000,0.00066844921,0.022727273,0.062165774,0.14371657,0.2105615,0.24665774,0.2419786,0.15708555,0.14104278,0.33088237,25300,30200,1496,126025,0.011870661
29,11,Two-year for-profit,33600,31300,0.499466779686682,0.0019157089,0.024904216,0.063218392,0.16283526,0.22222222,0.25287357,0.19348659,0.16858238,0.15708812,0.36015326,27500,32600,522,42313,0.012336634
29,12,Less than two-year schools of any type,33600,28200,0.4552988126326090,0.0091743115,0.027522936,0.04587156,0.11009175,0.22018349,0.21100917,0.28440368,0.17431194,0.1559633,0.3119266,20000,26400,109,10121,0.010769687
29,13,Attending college with insufficient data,33800,29300,0.4754079270791440,0.0026707023,0.020208314,0.048695806,0.12721446,0.20902698,0.25460696,0.2399181,0.1692335,0.15481171,0.37336421,24600,29700,11233,942344,0.011920275
29,14.1,Late attender (ages 23-28),33700,21000,0.3995808809513600,0.00031836994,0.0079592485,0.020821394,0.062464185,0.14765997,0.25132123,0.31919771,0.21935688,0.19204076,0.30538046,16400,22000,15705,1239448,0.012670963
29,14.2,Never attended college (before year 2013),33700,17600,0.3457494190974760,0.00067622046,0.0069702724,0.019272283,0.055189993,0.12281203,0.20473875,0.25293246,0.36432678,0.34006086,0.26975995,11000,22500,38449,2866578,0.013412856
30,1,Ivy Plus,34900,100400,0.6921015233192520,0.089041099,0.31506851,0.4041096,0.53424656,0.15068494,0.06849315,0.09589041,0.15068494,0.15068494,0.49315071,64900,76000,146,52724,0.0027691375
30,2,Other elite schools (public and private),34800,84900,0.6980037955688370,0.069510266,0.24012639,0.35703,0.53712481,0.1563981,0.10426541,0.086887836,0.11532386,0.10268562,0.46287522,58900,64900,633,183973,0.0034407224
30,3,Highly selective public,34800,56800,0.6674019488728,0.01987852,0.12921038,0.24516842,0.41303146,0.25676423,0.13914964,0.096079513,0.094975151,0.088901162,0.52346772,48900,52000,1811,393548,0.0046017258
30,4,Highly selective private,34800,59900,0.6441947127746640,0.032945737,0.17054264,0.25968993,0.43217054,0.19186047,0.13953489,0.10271318,0.13372093,0.12790698,0.52325583,48000,54900,516,134098,0.0038479322
30,5,Selective public,34800,43300,0.5829027672283190,0.0073903366,0.055785123,0.12531787,0.2600922,0.26994598,0.20367132,0.14995232,0.11633821,0.10553084,0.49610618,37200,40600,12584,1944082,0.0064729778
30,6,Selective private,34800,45500,0.600112645289369,0.0095890407,0.074657537,0.15479453,0.29349315,0.25616437,0.19760273,0.14349315,0.10924657,0.10136987,0.52534246,39500,43300,2920,486852,0.005997716
30,7,Nonselective four-year public,34700,31300,0.5039485008758130,0.0031458908,0.02044829,0.054266613,0.1407786,0.24931183,0.25285095,0.21824616,0.13881242,0.12504916,0.41407785,28200,31900,2543,257854,0.0098621696
30,8,Nonselective four-year private not-for-profit,34700,33400,0.5020798237532840,0.0069124424,0.036866359,0.085253455,0.16589862,0.2281106,0.22580646,0.20967741,0.17050691,0.15207374,0.44930875,27600,33500,434,55947,0.007757342
30,9,Two-year (public and private not-for-profit),34700,30500,0.4926516533102980,0.0019650538,0.019969197,0.057039671,0.14631686,0.22008604,0.25705031,0.21424399,0.16230282,0.14716661,0.41069627,26700,31500,18829,2021451,0.0093145967
30,10,Four-year for-profit,34700,31000,0.4989282556733330,0.00198544,0.023163468,0.058901388,0.14758439,0.2276638,0.26207811,0.20714758,0.15552615,0.13633355,0.31171408,27200,31200,1511,126025,0.011989685
30,11,Two-year for-profit,34700,33400,0.5153776438610860,0.0073937154,0.027726432,0.070240296,0.17190389,0.22920518,0.25878003,0.17744917,0.16266173,0.14787431,0.37338263,29000,33400,541,42313,0.012785668
30,12,Less than two-year schools of any type,34700,22800,0.4106010527327180,0,0.008547009,0.042735044,0.1025641,0.11965812,0.26495728,0.30769232,0.20512819,0.17948718,0.37606838,17000,23200,117,10121,0.011560122
30,13,Attending college with insufficient data,34900,29000,0.4739177506165590,0.0022335388,0.019655142,0.049673904,0.12713303,0.20343071,0.25989458,0.24015009,0.16939159,0.15366748,0.37996963,24500,29500,11193,942344,0.011877828
30,14.1,Late attender (ages 23-28),34800,21300,0.4005856510279000,0.00044682753,0.0073407376,0.021703051,0.067407124,0.14419763,0.24830844,0.32292864,0.21715817,0.192072,0.31629005,16400,21700,15666,1239448,0.012639497
30,14.2,Never attended college (before year 2013),34800,18000,0.3492078481614710,0.00081300811,0.0075793336,0.019722003,0.05903488,0.12588513,0.20128508,0.25208497,0.36170992,0.33897194,0.27608183,11100,22700,38130,2866578,0.013301575
31,1,Ivy Plus,35800,117900,0.7843809682849610,0.12195122,0.35365856,0.46341464,0.65243906,0.15243903,0.067073174,0.085365854,0.042682927,0.042682927,0.4512195,70700,74800,164,52724,0.003110538
31,2,Other elite schools (public and private),35800,72800,0.7005801622264460,0.0528,0.2256,0.36160001,0.51999998,0.18719999,0.097599998,0.092799999,0.1024,0.096000001,0.4576,57900,65100,625,183973,0.0033972377
31,3,Highly selective public,35800,55900,0.6590331706918670,0.018769551,0.1282586,0.23566215,0.42961419,0.22158499,0.13660063,0.11209593,0.10010428,0.092283629,0.50729924,49000,53800,1918,393548,0.0048736115
31,4,Highly selective private,35800,65200,0.6490711264609130,0.048262548,0.17567568,0.26640928,0.43822396,0.19305019,0.12355212,0.11003861,0.13513513,0.12355212,0.52509654,50200,56200,518,134098,0.0038628466
31,5,Selective public,35800,41600,0.5798681158090490,0.0078593111,0.05540425,0.11874563,0.25243172,0.26916194,0.21624777,0.14699244,0.11516614,0.10567271,0.48930046,36500,39900,12851,1944082,0.0066103181
31,6,Selective private,35800,44600,0.601231249737749,0.0088495575,0.066535562,0.13995412,0.2989184,0.27499181,0.1714192,0.13503769,0.11963291,0.11078335,0.53490657,40100,43700,3051,486852,0.0062667914
31,7,Nonselective four-year public,35800,32500,0.5101804281969130,0.0038358266,0.027617952,0.061373226,0.16762562,0.23513617,0.24395856,0.2102033,0.14307633,0.13463752,0.42961258,28400,33000,2607,257854,0.010110373
31,8,Nonselective four-year private not-for-profit,35900,32800,0.4975227612344790,0.0075757573,0.035353534,0.078282826,0.17676768,0.21717171,0.20959595,0.23232323,0.16414142,0.1489899,0.51262623,27300,32700,396,55947,0.0070781275
31,9,Two-year (public and private not-for-profit),35800,30700,0.4942078721102840,0.0017934381,0.021046525,0.058286738,0.15038507,0.22449626,0.24538453,0.21784998,0.16188416,0.14642894,0.41412595,27000,31700,18958,2021451,0.0093784118
31,10,Four-year for-profit,35700,30900,0.4978257404777660,0.0019672131,0.020327868,0.057704918,0.14754099,0.23409836,0.24852461,0.20918033,0.16065574,0.14491804,0.33639345,27500,32600,1525,126025,0.012100774
31,11,Two-year for-profit,35700,30800,0.5048041961809910,0,0.014198783,0.040567953,0.15618661,0.23529412,0.2454361,0.23123732,0.13184585,0.12576064,0.35496956,28000,31800,493,42313,0.011651265
31,12,Less than two-year schools of any type,35800,23100,0.4167889424092490,0,0.017857142,0.035714284,0.089285716,0.17857143,0.19642857,0.2767857,0.25892857,0.21428572,0.35714287,16900,24900,112,10121,0.011066101
31,13,Attending college with insufficient data,35900,30300,0.4836435539508190,0.0027832645,0.021458073,0.057640512,0.13790627,0.21233615,0.25040403,0.23720597,0.16214761,0.14688453,0.38831031,25500,30100,11138,942344,0.011819463
31,14.1,Late attender (ages 23-28),35800,21400,0.4013386295744900,0.00057255547,0.007761308,0.024174565,0.06787964,0.14771932,0.24435396,0.32101279,0.2190343,0.19301483,0.31617787,16500,21800,15719,1239448,0.012682258
31,14.2,Never attended college (before year 2013),35800,18600,0.3503523481352370,0.00085335609,0.0080268811,0.020827223,0.057921544,0.1262967,0.20547214,0.25043336,0.35987628,0.3352356,0.28048748,11300,22700,37499,2866578,0.013081451
32,1,Ivy Plus,36900,120900,0.7609403285029800,0.17605634,0.45774648,0.57746476,0.67605633,0.084507041,0.049295776,0.070422538,0.11971831,0.1056338,0.50704223,89800,100800,142,52724,0.0026932706
32,2,Other elite schools (public and private),37000,76300,0.7080026970170690,0.059654634,0.22448979,0.36420724,0.54160124,0.15855573,0.10675039,0.10047096,0.092621662,0.08791209,0.49293563,61100,66000,637,183973,0.0034624645
32,3,Highly selective public,36900,57000,0.6497853844605040,0.024096387,0.13253012,0.2493452,0.40806705,0.22786799,0.13672079,0.12152959,0.10581456,0.096385539,0.49607125,47300,51600,1909,393548,0.0048507424
32,4,Highly selective private,37000,59400,0.6670132850122350,0.032136109,0.13799623,0.26843101,0.42722118,0.24007562,0.12665406,0.10775048,0.098298676,0.088846877,0.53875238,49700,52700,529,134098,0.0039448761
32,5,Selective public,36900,42200,0.5840845360861170,0.0071280757,0.054955162,0.12447306,0.26327893,0.2682609,0.20533456,0.14830995,0.11481567,0.10239901,0.50609338,37400,40800,13047,1944082,0.0067111365
32,6,Selective private,36900,45500,0.6059625252880780,0.0090090092,0.068532817,0.15604891,0.30759332,0.25611326,0.18854569,0.13610038,0.11164736,0.1010296,0.53281856,40100,44000,3108,486852,0.0063838703
32,7,Nonselective four-year public,36800,32100,0.510839414649965,0.0022970904,0.021822358,0.05972435,0.16041347,0.23851456,0.2618683,0.18261868,0.15658499,0.13973966,0.43338439,29000,33400,2612,257854,0.010129764
32,8,Nonselective four-year private not-for-profit,37000,30600,0.488052566495745,0.0022421523,0.024663677,0.060538117,0.1412556,0.21300448,0.2600897,0.22869955,0.15695067,0.14349775,0.47085202,26600,31000,446,55947,0.0079718307
32,9,Two-year (public and private not-for-profit),36900,31100,0.4994693655041180,0.0019474197,0.0218316,0.056577668,0.14943883,0.23322913,0.24803977,0.21283247,0.15645979,0.14180289,0.42812485,27600,32300,19513,2021451,0.0096529676
32,10,Four-year for-profit,36900,32300,0.5084746286021480,0.0020689655,0.026206896,0.068275861,0.16689655,0.22413793,0.25793102,0.19586207,0.15517242,0.13931035,0.33517241,28800,33100,1450,126025,0.011505654
32,11,Two-year for-profit,36800,32300,0.5139134388355870,0,0.022727273,0.054545455,0.1659091,0.25,0.24318182,0.17954545,0.16136363,0.14318182,0.35227272,30200,34200,440,42313,0.010398695
32,12,Less than two-year schools of any type,36800,25600,0.4303323134744070,0,0.016528925,0.0661157,0.14876033,0.14049587,0.20661156,0.24793388,0.25619835,0.24793388,0.41322315,19000,26600,121,10121,0.01195534
32,13,Attending college with insufficient data,37000,30300,0.4807013043304430,0.0029662922,0.022112358,0.052674156,0.13168539,0.20907865,0.25941572,0.24026966,0.15955056,0.14435954,0.38939324,24900,29600,11125,942344,0.011805668
32,14.1,Late attender (ages 23-28),36900,21300,0.4017567123837930,0.00064205454,0.0071268058,0.022600321,0.066003211,0.14998394,0.24423756,0.31948635,0.22028892,0.19165328,0.31807384,16500,21900,15575,1239448,0.012566078
32,14.2,Never attended college (before year 2013),36900,18300,0.3536557872274350,0.00056881283,0.0069340989,0.020260571,0.060131639,0.1307186,0.20572063,0.2469731,0.35645601,0.33435357,0.28771093,11800,23200,36919,2866578,0.012879119
33,1,Ivy Plus,38100,85500,0.6966219494992290,0.11612903,0.25806451,0.37419355,0.55483872,0.13548388,0.070967741,0.12903225,0.10967742,0.10967742,0.41935483,58800,66400,155,52724,0.0029398378
33,2,Other elite schools (public and private),38000,69000,0.6986172479711870,0.046715327,0.18686131,0.32554746,0.50218976,0.21459854,0.099270076,0.083211675,0.10072993,0.091970801,0.49197078,56100,60700,685,183973,0.0037233725
33,3,Highly selective public,38000,54900,0.6492310793243290,0.023290386,0.12140734,0.2185332,0.39990091,0.23637265,0.14767095,0.11199208,0.10406343,0.096134789,0.53171456,46800,51100,2018,393548,0.0051277098
33,4,Highly selective private,38000,99900,0.6446985386010160,0.030357143,0.13214286,0.22321428,0.40714288,0.22142857,0.125,0.13214286,0.11428571,0.10714286,0.50714284,48900,52500,560,134098,0.0041760504
33,5,Selective public,38000,42600,0.5869383309918750,0.0078898398,0.056047637,0.12802382,0.26371419,0.26691478,0.21548195,0.14134723,0.11254187,0.10294008,0.50308895,37300,40700,13435,1944082,0.0069107166
33,6,Selective private,38000,46600,0.6032793742087360,0.011716276,0.073780879,0.15642813,0.310323,0.24477518,0.19474351,0.13901204,0.11114629,0.10037999,0.5319823,39000,42900,3158,486852,0.0064865709
33,7,Nonselective four-year public,38000,31700,0.5021447093766110,0.0022598871,0.025612053,0.062146891,0.1645951,0.22033899,0.24821092,0.21167608,0.15517892,0.14312617,0.43239173,27200,32400,2655,257854,0.010296525
33,8,Nonselective four-year private not-for-profit,38000,31700,0.4922305255172550,0.0049140048,0.036855038,0.081081085,0.16707617,0.1965602,0.23587224,0.24570026,0.15479115,0.14742014,0.49140048,24900,30500,407,55947,0.0072747422
33,9,Two-year (public and private not-for-profit),38000,31500,0.4985238930237880,0.0026171294,0.0211423,0.05850054,0.15497512,0.22543234,0.2467799,0.2108072,0.16200544,0.1454816,0.42315388,27300,32100,19487,2021451,0.0096401051
33,10,Four-year for-profit,37900,31500,0.5030821981685030,0.0027192386,0.024473147,0.055064585,0.16111489,0.22365737,0.24405167,0.21753909,0.15363698,0.13460231,0.34806255,27400,32100,1471,126025,0.011672287
33,11,Two-year for-profit,37900,32900,0.521596667039278,0.0018796993,0.018796993,0.071428575,0.18045112,0.2293233,0.24812031,0.20864661,0.13345864,0.11278196,0.35902256,29000,32500,532,42313,0.012572968
33,12,Less than two-year schools of any type,38000,19500,0.3777837588982080,0,0,0.015384615,0.069230773,0.13846155,0.1923077,0.36153847,0.23846154,0.23076923,0.33076924,13200,20500,130,10121,0.01284458
33,13,Attending college with insufficient data,38100,30200,0.4825928383920880,0.0025094103,0.023301667,0.05493816,0.13864492,0.20935652,0.25479478,0.23131385,0.16588995,0.15083349,0.39908585,25500,30400,11158,942344,0.011840686
33,14.1,Late attender (ages 23-28),38000,21700,0.4044831557291780,0.00065312517,0.0086865658,0.023969695,0.069557831,0.15368035,0.2420482,0.31735355,0.21736006,0.18992881,0.32323167,16600,22100,15311,1239448,0.012353079
33,14.2,Never attended college (before year 2013),38000,18600,0.3564034316382090,0.00082390418,0.0088157747,0.022629902,0.062863894,0.12998462,0.20677249,0.24846205,0.35191694,0.32843569,0.28627923,12000,23200,36412,2866578,0.012702254
34,1,Ivy Plus,39100,95000,0.734049896451196,0.1160221,0.33701658,0.45856354,0.61325967,0.10497238,0.1160221,0.060773484,0.10497238,0.10497238,0.51381218,71800,80800,181,52724,0.0034329717
34,2,Other elite schools (public and private),39200,76300,0.706459934818664,0.056358382,0.23699422,0.35260117,0.51445085,0.19075145,0.099710986,0.11416185,0.080924854,0.075144514,0.48121387,57500,62000,692,183973,0.0037614214
34,3,Highly selective public,39100,57700,0.6592969638841450,0.028354431,0.13417722,0.25215191,0.40810126,0.24911393,0.12303798,0.11746836,0.10227848,0.092151903,0.50582278,47900,52400,1975,393548,0.0050184475
34,4,Highly selective private,39200,59100,0.6695428605192350,0.028571429,0.14464286,0.27321428,0.46607143,0.20714286,0.10892857,0.1,0.11785714,0.10892858,0.51607144,52400,57500,560,134098,0.0041760504
34,5,Selective public,39100,43000,0.5876458763226330,0.0087045571,0.0578597,0.12215639,0.26186818,0.27876526,0.20452051,0.14395435,0.11089166,0.099700101,0.50779021,37800,41000,13671,1944082,0.0070321108
34,6,Selective private,39200,47300,0.5979480497126960,0.013051584,0.069919206,0.14294593,0.29272839,0.25419515,0.1995028,0.1457427,0.10783095,0.09664388,0.54070854,38800,42100,3218,486852,0.0066098114
34,7,Nonselective four-year public,39100,32900,0.5069291171131050,0.0039855074,0.023550725,0.062681161,0.15434782,0.24673912,0.24927537,0.19130436,0.15833333,0.14311594,0.4286232,29300,33600,2760,257854,0.010703731
34,8,Nonselective four-year private not-for-profit,39200,35400,0.5267197680429930,0.0064239828,0.040685225,0.081370451,0.19057816,0.25481799,0.22269806,0.17558888,0.15631692,0.13918629,0.48822269,30800,35100,467,55947,0.0083471853
34,9,Two-year (public and private not-for-profit),39100,31100,0.4979733386952780,0.0020299417,0.022989089,0.056533873,0.14909922,0.23080437,0.24947983,0.20867801,0.16193859,0.14524232,0.4294849,27700,32100,19705,2021451,0.0097479485
34,10,Four-year for-profit,39100,31900,0.5078849974578720,0.0026075619,0.020208605,0.063233376,0.16818775,0.22881356,0.23794003,0.21773142,0.14732724,0.13102999,0.34485006,27700,32400,1534,126025,0.012172188
34,11,Two-year for-profit,39000,34000,0.5337366154743910,0,0.021611001,0.074656188,0.17681728,0.28290766,0.20628683,0.18467584,0.14931238,0.13163064,0.37131631,31800,36300,509,42313,0.0120294
34,12,Less than two-year schools of any type,39000,26900,0.4586461084766460,0,0.025641026,0.05982906,0.07692308,0.23076923,0.24786325,0.2820513,0.16239317,0.15384616,0.40170941,24200,28200,117,10121,0.011560122
34,13,Attending college with insufficient data,39300,30700,0.4887842579125780,0.0026275255,0.023738334,0.057443146,0.14406089,0.21174233,0.25550422,0.22777928,0.16091329,0.14478572,0.40210202,26100,30600,11037,942344,0.011712284
34,14.1,Late attender (ages 23-28),39100,21800,0.4073533828687010,0.00072244846,0.0087350588,0.023512414,0.068632603,0.15729673,0.24793117,0.31347695,0.21266255,0.18685144,0.32411665,17000,22400,15226,1239448,0.012284501
34,14.2,Never attended college (before year 2013),39200,18700,0.3576046250822600,0.00091868266,0.0076835281,0.021992706,0.061161995,0.13604856,0.20656441,0.24462014,0.35160491,0.32810891,0.29133376,12100,23500,35921,2866578,0.012530969
35,1,Ivy Plus,40300,126000,0.7302325040838150,0.13978495,0.34408602,0.45698926,0.59677422,0.10215054,0.11827957,0.086021505,0.096774198,0.096774198,0.48924729,69100,74400,186,52724,0.0035278052
35,2,Other elite schools (public and private),40300,74500,0.7189686447501500,0.063583814,0.24132948,0.38294798,0.52890176,0.1950867,0.10982659,0.078034684,0.088150293,0.078034684,0.48410404,59700,65100,692,183973,0.0037614214
35,3,Highly selective public,40300,59800,0.6661847575179000,0.028182702,0.13216715,0.24975705,0.42225462,0.24344024,0.14431487,0.088435374,0.10155491,0.093294457,0.52623904,48000,52300,2058,393548,0.0052293492
35,4,Highly selective private,40300,60800,0.6663889220702840,0.03150912,0.15091211,0.27363184,0.45605308,0.20729685,0.11608624,0.10945274,0.11111111,0.10281923,0.53731346,51800,56600,603,134098,0.0044967113
35,5,Selective public,40300,43600,0.5877459525119520,0.0094502959,0.060236618,0.12797576,0.26886451,0.2710287,0.19881691,0.14564998,0.11563988,0.10510749,0.50714183,37700,41300,13862,1944082,0.0071303579
35,6,Selective private,40300,45100,0.5974994586095710,0.011195159,0.07140696,0.14372163,0.28472012,0.2774584,0.18698941,0.13615733,0.11467473,0.10166414,0.53888047,39100,42300,3305,486852,0.0067885108
35,7,Nonselective four-year public,40300,31900,0.5063475000205990,0.0018925057,0.024981074,0.065480702,0.16275549,0.23694171,0.24186224,0.20325512,0.15518546,0.13701741,0.45041636,28300,33300,2642,257854,0.010246108
